laptop_id,name,price(in Rs.),processor,ram,os,storage,display(in inch),rating,no_of_ratings,no_of_reviews,usage,range,ram_id,storage_id
604,DELL Vostro Core i3 10th Gen,40690.0,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.0,212.0,30.0,1,2,8,512
607,Lenovo V15 G2 Core i3 11th Gen,37500.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,1000 GB HDD|256 GB SSD,15.6,4.4,53.0,3.0,1,2,8,1000
609,ASUS ExpertBook B9 Core i7 10th Gen,154990.0,Intel Core i7 Processor (10th Gen),16 GB LPDDR3 RAM,64 bit Windows 10 Operating System,1000 GB SSD,14.0,5.0,3.0,0.0,1,2,16,1000
614,ASUS ZenBook Classic Core i5 10th Gen,79990.0,Intel Core i5 Processor (10th Gen),8 GB LPDDR3 RAM,64 bit Windows 10 Operating System,512 GB SSD,13.3,4.4,11.0,3.0,1,2,8,512
616,acer Aspire 3 Ryzen 3 Dual Core R33250U,27990.0,AMD Ryzen 3 Dual Core Processor,4 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.2,100.0,14.0,2,3,4,512
617,ASUS Ryzen 9 Octa Core 10th Gen,98990.0,AMD Ryzen 9 Octa Core Processor (10th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,16.6,4.5,6.0,1.0,2,1,16,512
618,Infinix INBook X2 Plus Core i5 11th Gen,42990.0,Intel Core i5 Processor (11th Gen),8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.3,47.0,11.0,1,2,8,512
619,DELL Inspiron Core i3 10th Gen,44190.0,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,14.96,4.3,56.0,5.0,1,2,8,256
620,ASUS ZenBook Duo 14 (2021) Touch Panel Core i5 11th Gen,79990.0,Intel Core i5 Processor (11th Gen),16 GB LPDDR4X RAM,64 bit Windows 11 Operating System,512 GB SSD,14.0,5.0,3.0,0.0,1,2,16,512
622,DELL Vostro Core i3 10th Gen,42990.0,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,14.0,4.1,105.0,10.0,1,2,8,512
625,ASUS Chromebook Flip Touch Celeron Dual Core,22990.0,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,Chrome Operating System,512 GB SSD,15.6,4.0,926.0,150.0,4,3,4,512
626,ASUS Zenbook 14 OLED (2022) Intel EVO Core i7 12th Gen,107331.0,Intel Core i7 Processor (12th Gen),16 GB LPDDR5 RAM,Windows 11 Operating System,512 GB SSD,14.0,4.6,43.0,9.0,1,2,16,512
627,Lenovo Intel Core i5 11th Gen,62990.0,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,15.6,4.5,14.0,1.0,1,2,16,512
628,Lenovo Core i3 11th Gen,38990.0,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,15.0,4.3,164.0,14.0,1,2,4,256
629,HP Ryzen 3 Dual Core 3250U,37990.0,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.3,3881.0,400.0,2,3,8,512
630,ASUS ROG Strix G15 Advantage Edition with 90Whr Battery Ryzen 9 Octa Core 5980HX,150990.0,AMD Ryzen 9 Octa Core Processor,16 GB DDR4 RAM,Windows 11 Operating System,1000 GB SSD,15.6,4.9,8.0,2.0,2,1,16,1000
631,Lenovo V15 G2 Core i3 11th Gen,37500.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,1000 GB HDD|256 GB SSD,15.6,4.4,53.0,3.0,1,2,8,1000
632,Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core 4800H,76990.0,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,15.6,4.4,145.0,21.0,2,3,8,512
633,HP Envy x360 Ryzen 5 Hexa Core 5600U,79000.0,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,13.3,4.5,13.0,0.0,2,2,16,512
638,Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core 4600H,62490.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,1000 GB HDD|256 GB SSD,15.6,4.5,1763.0,254.0,2,2,8,1000
639,ASUS Vivobook Flip Core i5 12th Gen,79990.0,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,14.0,3.9,12.0,1.0,1,2,16,512
641,Infinix INBook X2 Plus Core i3 11th Gen,30990.0,Intel Core i3 Processor (11th Gen),8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,256 GB SSD,15.6,4.2,126.0,23.0,1,2,8,256
643,Lenovo IdeaPad 3 Core i3 11th Gen,37490.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,15.6,4.3,818.0,95.0,1,2,8,256
645,HP 14s Intel Core i3 11th Gen,39990.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,14.0,4.3,2959.0,316.0,1,2,8,256
649,HP HP Pavilion Ryzen 5 Hexa Core AMD R5,66990.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,15.6,4.4,2511.0,240.0,2,2,8,512
650,HP 15s Intel Core i3 11th Gen,40788.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,1000 GB HDD|256 GB SSD,15.6,4.1,145.0,9.0,1,2,8,1000
651,Lenovo Intel Core i5 11th Gen,62990.0,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,15.6,4.5,14.0,1.0,1,2,16,512
652,DELL Core i3 11th Gen,42500.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,Windows 11 Operating System,1000 GB HDD,15.6,4.3,7.0,0.0,1,2,8,1000
654,ASUS TUF Gaming F15 Core i5 10th Gen,58990.0,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.4,502.0,47.0,1,2,8,512
655,Lenovo V15 G2 Core i3 11th Gen,37500.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,1000 GB HDD|256 GB SSD,15.6,4.4,53.0,3.0,1,2,8,1000
656,acer Predator Helios 300 Core i7 10th Gen,119990.0,Intel Core i7 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1000 GB HDD|256 GB SSD,15.6,4.5,2052.0,318.0,1,2,16,1000
661,HP Ryzen 3 Dual Core 3250U,38999.0,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,15.6,4.3,3881.0,400.0,2,3,8,256
662,acer Predator Helios 300 Core i7 11th Gen,135990.0,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1000 GB SSD,15.6,4.3,58.0,9.0,1,2,16,1000
664,HP Chromebook Intel Core i7 11th Gen,88390.0,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1000 GB SSD,14.0,4.5,571.0,73.0,1,2,16,1000
665,DELL Core i7 12th Gen,113104.0,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,13.3,3.7,3.0,2.0,1,2,16,512
666,ASUS ROG Flow X13 Ryzen 7 Octa Core 6800HS,114990.0,AMD Ryzen 7 Octa Core Processor,16 GB LPDDR5 RAM,64 bit Windows 11 Operating System,1000 GB SSD,13.4,5.0,3.0,0.0,2,3,16,1000
667,HP Pavilion Ryzen 5 Hexa Core AMD R5,56000.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,15.6,4.4,12223.0,1239.0,2,2,8,512
671,Avita SATUS S111 Celeron Dual Core,16990.0,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,64 bit Windows 11 Operating System,128 GB SSD,14.1,3.8,689.0,92.0,4,3,4,128
673,HP 14s Ryzen 3 Quad Core,44900.0,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,14.0,4.5,872.0,177.0,2,3,8,512
674,HP OMEN Ryzen 7 Octa Core AMD R7,98990.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,16.1,4.9,11.0,0.0,2,3,16,512
675,Lenovo Intel Core i5 11th Gen,62990.0,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,15.6,4.5,14.0,1.0,1,2,16,512
677,Infinix X1 Slim Series Core i7 10th Gen,46990.0,Intel Core i7 Processor (10th Gen),16 GB LPDDR4X RAM,64 bit Windows 11 Operating System,512 GB SSD,14.0,3.7,114.0,27.0,1,2,16,512
679,Lenovo V15 G2 Core i3 11th Gen,37500.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,1000 GB HDD|256 GB SSD,15.6,4.4,53.0,3.0,1,2,8,1000
681,Lenovo IdeaPad Gaming Ryzen 5 Hexa Core 4600H,60490.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,15.6,4.5,191.0,20.0,2,2,8,512
684,ASUS ExpertBook P1 Core i5 10th Gen,62490.0,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1000 GB HDD,14.0,3.9,10.0,0.0,1,2,8,1000
685,Lenovo Athlon Dual Core 3050U,20990.0,AMD Athlon Dual Core Processor,4 GB DDR4 RAM,Windows 10 Operating System,256 GB SSD,14.0,4.1,14.0,1.0,4,3,4,256
686,ASUS VivoBook Ultra 14 (2022) Core i3 11th Gen,41990.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,14.0,4.4,2836.0,401.0,1,2,8,512
687,MSI Core i7 11th Gen,76490.0,Intel Core i7 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,15.6,4.4,1006.0,101.0,1,2,8,512
689,DELL Core i3 10th Gen,42890.0,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,1000 GB HDD|256 GB SSD,15.6,4.2,913.0,107.0,1,2,8,1000
690,DELL Inspiron Ryzen 5 Quad Core 3450U,49890.0,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,3.9,125.0,13.0,2,3,8,512
691,HP Pavilion Intel Core i5 11th Gen,69490.0,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,14.0,3.8,21.0,4.0,1,2,16,512
692,MSI Crosshair 15 Core i7 12th Gen,110990.0,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,1000 GB SSD,15.6,4.4,40.0,7.0,1,2,16,1000
693,Lenovo IdeaPad Gaming 3 Core i5 10th Gen,62990.0,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,15.6,4.3,740.0,70.0,1,2,8,512
695,ASUS Core i3 7th Gen,28990.0,Intel Core i3 Processor (7th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,1000 GB HDD,15.6,4.0,5344.0,705.0,4,4,4,1000
696,DELL Inspiron Core i3 10th Gen,42990.0,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1000 GB HDD,15.6,4.1,238.0,27.0,1,2,8,1000
698,MSI Prestige 14 Intel EVO Core i5 11th Gen,74990.0,Intel Core i5 Processor (11th Gen),16 GB LPDDR4X RAM,64 bit Windows 10 Operating System,PCI-e Gen4 SSD?SHIFT?Matrix Display (Extend)?Cooler Boost 3?Thunderbolt 4?Finger Print Security?True Color 2.0?Hi-Res Audio?Nahimic 3? 4-Sided Thin bezel?MSI Center?Silky Smooth Touchpad?Military-Grade Durability,14.0,4.5,11.0,1.0,1,2,16,PCI-e
699,Lenovo Intel Core i5 11th Gen,62990.0,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,15.6,4.5,14.0,1.0,1,2,16,512
700,acer Nitro 5 Ryzen 5 Hexa Core AMD R5,59990.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.5,313.0,31.0,2,2,8,512
701,ASUS ZenBook Pro 15 Core i9 8th Gen,209690.0,Intel Core i9 Processor (8th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1000 GB SSD,15.6,5.0,4.0,0.0,4,4,16,1000
702,MSI Prestige 14 Core i7 10th Gen,74990.0,Intel Core i7 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,14.0,4.0,97.0,12.0,1,2,16,512
703,Lenovo V15 G2 Core i3 11th Gen,37500.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,1000 GB HDD|256 GB SSD,15.6,4.4,53.0,3.0,1,2,8,1000
705,Infinix INBook X2 Plus Core i5 11th Gen,42990.0,Intel Core i5 Processor (11th Gen),8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.3,47.0,11.0,1,2,8,512
706,HP HP Envy Ryzen 7 Octa Core 4700U,81600.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,1000 GB SSD,13.3,4.3,8.0,0.0,2,3,16,1000
708,ASUS TUF Gaming F15 (2022) Core i7 12th Gen,122990.0,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,64 bit Windows 11 Operating System,1000 GB SSD,15.6,4.1,32.0,3.0,1,2,16,1000
709,Lenovo Ideapad AMD Ryzen 5 Hexa Core 5500U,47990.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,15.6,4.5,17.0,4.0,2,2,8,512
711,ASUS Vivobook 14 Core i3 10th Gen,30650.0,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,1000 GB HDD,14.1,3.5,74.0,12.0,1,2,4,1000
712,HP 15s Ryzen 5 Quad Core 3500U,52575.0,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,15.6,4.4,845.0,117.0,2,3,8,512
713,Lenovo Core i3 10th Gen,37890.0,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,Windows 10 Operating System,256 GB SSD,15.6,5.0,1.0,1.0,1,2,4,256
715,HP Core i3 11th Gen,39890.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,15.6,3.7,6.0,0.0,1,2,8,512
716,Infinix X1 Slim Series Core i5 10th Gen,37990.0,Intel Core i5 Processor (10th Gen),8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,512 GB SSD,14.0,4.2,713.0,103.0,1,2,8,512
717,ASUS VivoBook 14 Core i3 7th Gen,33990.0,Intel Core i3 Processor (7th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,14.0,4.3,5546.0,790.0,4,4,4,256
718,Avita PURA APU Dual Core A6 9220e,24490.0,AMD APU Dual Core A6 Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,14.0,3.6,1857.0,268.0,4,3,8,256
719,HP 15s Intel Core i5 12th Gen,63290.0,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.1,125.0,9.0,1,2,16,512
720,HP 15s Intel Core i5 12th Gen,63290.0,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.1,125.0,9.0,1,2,16,512
721,HP 15s Core i5 11th Gen,54960.0,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,15.6,4.4,849.0,80.0,1,2,8,512
723,Lenovo Intel Core i5 11th Gen,62990.0,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,15.6,4.5,14.0,1.0,1,2,16,512
724,HP Core i3 11th Gen,39890.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,15.6,3.7,6.0,0.0,1,2,8,512
725,Avita PURA APU Dual Core A6 9220e,24490.0,AMD APU Dual Core A6 Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,14.0,3.6,1857.0,268.0,4,3,8,256
727,Lenovo V15 G2 Core i3 11th Gen,37500.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,1000 GB HDD|256 GB SSD,15.6,4.4,53.0,3.0,1,2,8,1000
728,acer Nitro 5 Ryzen 5 Hexa Core AMD R5,67990.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.3,222.0,25.0,2,2,8,512
729,ASUS ZenBook S Core i7 8th Gen,99990.0,Intel Core i7 Processor (8th Gen),16 GB DDR3 RAM,64 bit Windows 10 Operating System,512 GB SSD,13.3,4.3,30.0,7.0,1,2,16,512
732,ASUS TUF Gaming F17 (2022) with 90Whr Battery Core i5 12th Gen,94990.0,Intel Core i5 Processor (12th Gen),16 GB DDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,17.3,4.4,105.0,18.0,1,2,16,512
736,ASUS VivoBook 15 Ryzen 3 Dual Core AMD R3,26990.0,AMD Ryzen 3 Dual Core Processor,4 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,15.6,4.3,1654.0,225.0,2,3,4,256
738,HP 15s Core i3 11th Gen,41960.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,15.6,4.3,545.0,68.0,1,2,8,512
739,acer Nitro 5 Ryzen 5 Hexa Core 5600H,68990.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,1000 GB HDD|512 GB SSD,15.6,4.3,222.0,25.0,2,2,8,1000
740,ASUS TUF Dash F15 Core i7 12th Gen,149610.0,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,64 bit Windows 11 Operating System,1000 GB SSD,15.6,4.8,5.0,1.0,1,2,16,1000
741,ASUS VivoBook K15 OLED (2022) Core i5 11th Gen,63990.0,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1000 GB HDD|256 GB SSD,15.6,4.3,652.0,85.0,1,2,16,1000
742,Lenovo IdeaPad 3 Dual Core 3020e,27990.0,AMD Dual Core Processor,4 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,14.0,4.1,114.0,15.0,4,3,4,256
743,GIGABYTE G5 GD Core i5 11th Gen,68990.0,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.6,8.0,3.0,1,2,16,512
744,Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core 4600H,60490.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,1000 GB HDD|256 GB SSD,15.6,4.5,912.0,122.0,2,2,8,1000
745,acer Swift 5 Core i5 8th Gen,69351.0,Intel Core i5 Processor (8th Gen),8 GB DDR3 RAM,64 bit Windows 10 Operating System,512 GB SSD,14.0,4.2,6.0,3.0,1,2,8,512
747,Lenovo Intel Core i3 11th Gen,38500.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.3,453.0,38.0,1,2,8,512
748,HP Pavilion Gaming Core i7 11th Gen,79000.0,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,15.6,4.6,10.0,1.0,1,2,16,512
749,Lenovo IdeaPad 3 Dual Core 3020e,27990.0,AMD Dual Core Processor,4 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,14.0,4.1,114.0,15.0,4,3,4,256
750,HP Pavilion Gaming Ryzen 5 Hexa Core AMD R5,64000.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,3.9,70.0,7.0,2,2,8,512
751,Lenovo Intel Core i5 11th Gen,52890.0,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,15.6,4.5,14.0,1.0,1,2,16,512
753,ASUS Core i9 10th Gen,269990.0,Intel Core i9 Processor (10th Gen),32 GB DDR4 RAM,64 bit Windows 10 Operating System,1000 GB SSD,15.6,4.8,8.0,1.0,4,3,32,1000
755,Lenovo IdeaPad 3 Core i3 11th Gen,38699.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.3,4658.0,449.0,1,2,8,512
756,Lenovo IdeaPad 3 Celeron Dual Core 4th Gen,25990.0,Intel Celeron Dual Core Processor (4th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,14.0,4.1,944.0,93.0,4,3,4,256
757,HP Pavilion Ryzen 5 Hexa Core 5500U,50600.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,15.6,4.4,210.0,30.0,2,2,8,512
758,HP OMEN Ryzen 7 Octa Core AMD R7,108290.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,16.1,4.3,39.0,6.0,2,3,16,512
759,Lenovo IdeaPad 3 Core i5 11th Gen,52990.0,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.2,280.0,21.0,1,2,8,512
760,Lenovo IdeaPad Core i3 11th Gen,37990.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit DOS Operating System,256 GB SSD,15.6,3.7,128.0,16.0,1,2,8,256
761,ASUS Vivobook 14 Core i3 11th Gen,38990.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,14.1,4.3,25.0,3.0,1,2,8,512
762,HP 255 G8 Ryzen 3 Dual Core AMD Ryzen3 3250,35960.0,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.5,4.0,0.0,2,3,8,512
763,Lenovo IdeaPad 3 Core i5 12th Gen,56049.0,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.2,247.0,21.0,1,2,8,512
764,HP Pavilion Gaming Ryzen 5 Hexa Core 4600H,80000.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,1000 GB HDD|256 GB SSD,15.6,4.6,35.0,6.0,2,2,8,1000
765,ASUS Core i3 11th Gen,30990.0,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,14.0,4.0,106.0,13.0,1,2,4,256
766,ASUS VivoBook Ultra K15 OLED Core i3 11th Gen,45990.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,1000 GB HDD|256 GB SSD,15.6,4.4,494.0,72.0,1,2,8,1000
767,Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U,47039.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.3,1603.0,184.0,2,2,8,512
769,DELL Inspiron Ryzen 7 Octa Core 5700U,85990.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,14.0,4.2,34.0,5.0,2,3,16,512
771,Lenovo Intel Core i3 11th Gen,38500.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.3,453.0,38.0,1,2,8,512
772,ASUS TUF Gaming F17 Core i5 10th Gen,73990.0,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,17.3,4.8,12.0,0.0,1,2,8,512
774,Lenovo Core i3 11th Gen,39990.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,15.6,4.1,29.0,2.0,1,2,8,512
775,Lenovo Intel Core i5 11th Gen,52890.0,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,15.6,4.5,14.0,1.0,1,2,16,512
777,DELL Inspiron Core i3 11th Gen,43490.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1000 GB HDD,15.6,4.0,308.0,42.0,1,2,8,1000
778,ASUS Chromebook Celeron Dual Core,25990.0,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,Chrome Operating System,1000 GB HDD,14.0,4.1,209.0,29.0,4,3,4,1000
779,Lenovo IdeaPad 3 Core i3 11th Gen,38699.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.3,4658.0,449.0,1,2,8,512
782,acer Spin 7 Core i7 7th Gen,119990.0,Intel Core i7 Processor (7th Gen),8 GB DDR3 RAM,64 bit Windows 10 Operating System,256 GB SSD,14.0,4.0,1.0,1.0,4,3,8,256
783,Lenovo IdeaPad 3 Core i5 11th Gen,52990.0,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.2,280.0,21.0,1,2,8,512
786,ASUS Ryzen 7 Octa Core 5800U,79990.0,AMD Ryzen 7 Octa Core Processor,16 GB LPDDR4X RAM,64 bit Windows 10 Operating System,1000 GB SSD,13.3,3.0,2.0,1.0,2,3,16,1000
787,Lenovo IdeaPad 3 Core i5 12th Gen,56049.0,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.2,247.0,21.0,1,2,8,512
788,MSI GL Core i7 7th Gen,59990.0,Intel Core i7 Processor (7th Gen),8 GB DDR4 RAM,DOS Operating System,1000 GB HDD,15.6,3.5,6.0,1.0,4,3,8,1000
790,DELL G15 Core i5 12th Gen,84990.0,Intel Core i5 Processor (12th Gen),16 GB DDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.1,35.0,5.0,1,2,16,512
791,Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U,47039.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,15.6,4.3,1603.0,184.0,2,2,8,512
